#;Tipo;Situação;Título;Qual o tipo do produto? ;Texto da busca;Qual foi a data da coleta?;Marketplace;Fabricante;Modelo do Produto;Valor;Existe campo código SCH?;Código SCH foi fornecido?;Qual código SCH fornecido?;Código SCH é o do produto?;Código EAN foi fornecido?;Qual código EAN fornecido?;Código EAN é o do produto?;Produto do anúncio homologado?
150520;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000023;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;SM-S921B/DS / S24 (256GB);4409,09;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;Sim
150519;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000022;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Poco;23122PCD1G | Poco X6 5G;1705,00;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;Sim
150518;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000021;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;S23 5G (512GB);3799,00;Sim;Sim;171522200953;Sim;Não;0;Não é possível afirmar;Sim
150517;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000020;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Realme;RMX3760 | Realme C53 ;811,00;Sim;Sim;060522313366;Sim;Não;0;Não é possível afirmar;Sim
150516;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000019;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;SM-S711B | Galaxy S23 FE (128GB)+ Buds FE ;3499,00;Sim;Sim;139732300953;Sim;Não;0;Não é possível afirmar;Sim
150515;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000018;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;SM-A146MLGDZTO;1012,00;Sim;Sim;171892200953;Sim;Não;0;Não é possível afirmar;Sim
150514;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000017;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Multilaser;P9173;395,90;Sim;Sim;101462203111;Não;Não;0;Não é possível afirmar;Não
150513;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000016;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Xiaomi;2312DRA50G;2416,00;Sim;Sim;175412314550;Sim;Não;0;Não é possível afirmar;Sim
150512;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000015;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Xiaomi;MZB0DGWIN |;2749,00;Sim;Sim;001472314550;Não;Não;0;Não é possível afirmar;Não
150511;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000014;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Apple;iPhone 15 Pro Max;8499,00;Sim;Sim;127822301993;Sim;Não;0;Não é possível afirmar;Sim
150510;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000013;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;A14 (64GB);1096,00;Sim;Sim;208152200953;Sim;Não;0;Não é possível afirmar;Sim
150509;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000012;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Xiaomi;Note 11 | Redmi Note 11 ;1128,99;Sim;Sim;007982209185;Sim;Não;0;Não é possível afirmar;Sim
150508;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000011;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Apple;iPhone 15;4899,00;Sim;Sim;127572301993;Sim;Não;0;Não é possível afirmar;Sim
150507;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000010;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Motorola;XT2323-1;4299,00;Sim;Sim;062482300330;Sim;Não;0;Não é possível afirmar;Sim
150506;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000009;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;S23 FE (256GB);3299,00;Sim;Sim;139732300953;Sim;Não;0;Não é possível afirmar;Sim
150505;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000008;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Xiaomi;Redmi Note 11s;1058,00;Sim;Sim;021192209185;Sim;Não;0;Não é possível afirmar;Sim
150504;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000007;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;SM-S921B/DS / S24 (256GB);4409,09;Sim;Sim;203902300953;Sim;Não;0;Não é possível afirmar;Sim
150503;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000006;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;SM-S928B/DS;7997,00;Sim;Sim;206372300953;Sim;Não;0;Não é possível afirmar;Sim
150502;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000005;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;A04s;1139,00;Sim;Sim;077592200953;Sim;Não;0;Não é possível afirmar;Sim
150501;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000004;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Blu;B9;749,00;Sim;Sim;130132206887;Sim;Não;0;Não é possível afirmar;Sim
150500;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000003;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Xiaomi;MZB0DH2EU |;772,00;Sim;Sim;217622209185;Não;Não;0;Não é possível afirmar;Não
150499;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000002;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Samsung;SM-S911BZKJZTO | S23;3297,00;Sim;Sim;171522200953;Sim;Não;0;Não é possível afirmar;Sim
150498;Fiscalização de Marketplace;Concluída;INSP_PACP_20240710_000001;Celulares e Smartphones;smartphone;10/07/2024;Amazon;Infinix;3901892 ;998,00;Sim;Sim;051362315156;Não;Não;0;Não é possível afirmar;Não
150480;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000467;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Realme Chongqing Mobile Telecommunications Corp.;RMX3760;899,00;Sim;Sim;060522313366;Sim;Não;0;Não é possível afirmar;Sim
150479;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000466;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Thrane & Thrane A/S;ace;89,00;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
150478;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000465;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Apple Inc.;iPhone 12 Pro Max;2155,00;Sim;Sim;05686-19-01993;Não;Não;0;Não é possível afirmar;Sim
150477;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000464;Celulares e Smartphones;smartphone;09/07/2024;Shopee;POSITIVO TECNOLOGIA S.A;S513;229,99;Sim;Não;0;Não;Não;0;Não é possível afirmar;Sim
150476;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000463;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Erlaihen;Soyes XS15;189,99;Sim;Não;0;Não;Não;0;Não é possível afirmar;Não
150475;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000462;Outros;smartphone;09/07/2024;Shopee;Não fornecido;Não fornecido;7,98;Não;Não;0;Não;Não;0;Não;Não
150474;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000461;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi Communications Co.;Redmi 13C / 23106RN0DA;1039,00;Sim;Sim;175342314550;Sim;Não;0;Não é possível afirmar;Sim
150473;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000460;Celulares e Smartphones;smartphone;09/07/2024;Shopee;vivo;Y85a;219,00;Sim;Não;0;Não;Não;0;Não é possível afirmar;Não
150472;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000459;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Apple Inc.;A2633;3730,00;Sim;Sim;112722101993;Sim;Não;0;Não é possível afirmar;Sim
150471;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000458;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi Communications Co.;Black Shark 4;1641,60;Sim;Sim;000032309185;Não;Não;0;Não é possível afirmar;Não
150470;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000457;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Apple Inc.;A1387;106,80;Sim;Sim;029271101993;Sim;Não;0;Não é possível afirmar;Sim
150469;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000456;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Times Technology Co., Ltd ;i11;261,69;Sim;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150468;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000455;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Tecnologia de comunicação móvel Lenovo L;K10a40 (Lenovo Vibe C);148,72;Sim;Sim;017821606994;Sim;Não;0;Não é possível afirmar;Sim
150467;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000454;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi Communications Co.;23106RN0DA;859,00;Sim;Sim;17534-23-14550;Sim;Não;0;Não é possível afirmar;Sim
150466;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000453;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi Communications Co., Ltd.;2311DRK48G;1978,00;Sim;Sim;217522314550;Sim;Não;0;Não é possível afirmar;Sim
150465;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000452;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Samsung Eletrônica Co Ltda.;Sm-j518mn (Galáxia J5Metal);199,00;Sim;Sim;004271600953;Sim;Não;0;Não é possível afirmar;Sim
150464;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000451;Outros;smartphone;09/07/2024;Shopee;Não fornecido;iPhone11/12/13/14;26,89;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150463;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000450;Outros;smartphone;09/07/2024;Shopee;Não fornecido;Não fornecido;12,99;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150462;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000449;Outros;smartphone;09/07/2024;Shopee;Não fornecido;Não fornecido;9,60;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150461;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000448;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Erlaihen;856236;260,78;Sim;Sim;002852413366;Não;Não;0;Não é possível afirmar;Não
150460;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000447;Celulares e Smartphones;smartphone;09/07/2024;Shopee;SAMSUNG ELECTRONICS CO.;SM-M236B/DS;209,00;Sim;Sim;028742200953;Sim;Não;0;Não é possível afirmar;Sim
150459;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000446;Celulares e Smartphones;smartphone;09/07/2024;Shopee;MULTILASER INDUSTRIAL LTDA.;Tablet Mirage 7 pol 64GB Android 13 4GB RAM Quad Core Wi-fi;339,90;Sim;Sim;074531803111;Sim;Não;0;Não;Sim
150458;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000445;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;Redmi 13C 4/128gb Dual Sim;889,00;Sim;Sim;217622209185;Sim;Não;0;Não é possível afirmar;Sim
150457;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000444;Celulares e Smartphones;smartphone;09/07/2024;Shopee;0;0;176,00;Sim;Não;0;Não;Não;0;Não;Não é possível afirmar
150456;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000443;Outros;smartphone;09/07/2024;Shopee;SOCIEDADE BÍBLICA INTERNACIONAL;bíblia;12,00;Não;Não;0;Não;Não;0;Não;Não
150455;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000442;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Apple Inc.;iPhone 11 64gb ;1870,00;Sim;Sim;056861901993;Sim;Não;0;Não;Sim
150454;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000441;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;Poco X6 Pro 512Gb Memoria 12GB Ram Global;2299,00;Sim;Sim;217522314550;Sim;Não;0;Não é possível afirmar;Sim
150453;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000440;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Artfone;2024novo C1 + 4G Telefone Celular De Botão Grande Para Idosos , Desbloqueado Fácil De Usar Telefones Básicos SIM Free Dual Cheap;231,70;Sim;Não;0;Não;Não;0;Não;Não é possível afirmar
150452;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000439;Outros;smartphone;09/07/2024;Shopee;não divulgado;Mini Massageador de Cervical Elétrico Portátil ;7,70;Não;Não;0;Não;Não;0;Não;Não
150451;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000438;Outros;smartphone;09/07/2024;Shopee;0;lente de vidro câmera traseira para xiaomi Redmi 8a;10,00;Não;Não;0;Não;Não;0;Não;Não é possível afirmar
150450;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000437;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Erlaihen;SOYES XS11;174,24;Sim;Sim;004002213366;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150449;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000436;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Xiaomi Communications Co.;Xiaomi Redmi 13C 256/8GB 128/6GB 128/4GB RAM - Versão Global;849,90;Sim;Sim; 217582209185;Sim;Não;0;Não;Sim
150448;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000435;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;Redmi 12 256GB / 8 GB RAM;1049,99;Sim;Sim;107282309185;Sim;Não;0;Não é possível afirmar;Sim
150447;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000434;Celulares e Smartphones;smartphone;09/07/2024;Shopee;0;Ue Versão HTC One M9 32 3 Gb De RAM ROM;299,40;Não;Não;0;Não;Não;0;Não;Não é possível afirmar
150446;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000433;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;POCO F6 Global 5G 8/256GB e 12/512GB;2439,90;Sim;Sim;186672109185;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150445;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000432;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Xiaomi Communications Co.;Xiaomi Redmi 7A Versão Global;299,00;Sim;Não;178752000330;Não;Não;0;Não;Não
150444;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000431;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Realme;REALME NOTE 50 128GB 4RAM;729,99;Sim;Sim;002722413366;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150443;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000430;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Times Technology Co., Ltd;i15 Pro 128GB/256GB/512GB ROM A15 5G Face ID 5.4;261,68;Sim;Não;i15promax;Não;Não;0;Não;Não é possível afirmar
150442;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000429;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Apple Inc.;IPhone 6 16 GB 32 64 ;230,00;Sim;Sim;178752000330;Não;Não;0;Não é possível afirmar;Sim
150441;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000428;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Apple;IPhone5S 16GB/32GB;115,00;Sim;Sim;030301301993;Sim;Não;0;Não;Sim
150440;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000427;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Samsung;S21 Ultra;227,09;Não;Não;0;Não;Não;0;Não é possível afirmar;Não é possível afirmar
150439;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000426;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Xiaomi Communications Co.;Xiaomi POCO X6 5G NFC 512GB 256GB e 12GB 8GB Ram;1729,99;Sim;Sim;217652209185;Sim;Não;0;Não;Sim
150438;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000425;Celulares e Smartphones;smartphone;09/07/2024;Shopee;não divulgado;Ampliador De Tela Lente 3d;17,80;Não;Não;0;Não;Não;0;Não;Não
150437;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000424;Celulares e Smartphones;smartphone;09/07/2024;Shopee;SAMSUNG ELECTRONICS CO.;Auto falante Auricular Samsung A30 A305 ;16,90;Não;Não;0;Não;Não;0;Não;Não é possível afirmar
150436;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000423;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Nokia;Nokia 7 4GB;241,15;Sim;Sim;178752000330;Não;Não;0;Não é possível afirmar;Não
150435;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000422;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Xiaomi Communications Co.;Xiaomi POCO M6 Pro 4G 256GB Dual Sim 8GB Ram;1299,00;Sim;Sim;069418127605;Não;Não;0;Não;Não
150434;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000421;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;Xiaomi 14;5299,00;Sim;Sim;217622209185;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
150433;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000420;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Dispositivo de Honra Co., Ltd;Smartphone Celular GT10 Pro;339,00;Sim;Sim;110972315801;Não;Não;0;Não;Não
150432;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000419;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Times ;i15Max;259,18;Sim;Sim;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
150431;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000418;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Xiaomi Communications Co.;Xiaomi Redmi Note 13 4G 256gb ou 128gb;1129,00;Sim;Sim;051192214550;Sim;Não;0;Não;Sim
150430;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000417;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Multi;P9020;189,89;Sim;Sim;058301903111;Não é possível afirmar;Não;0;Não é possível afirmar;Não
150429;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000416;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Cubot ;Cubot P80 6.583 Polegadas FHD;849,00;Sim;Sim; 65618474;Não;Não;0;Não;Não
150428;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000415;Outros;smartphone;09/07/2024;Shopee;SHANTOU;Smartwatch;33,99;Sim;Sim;037202214637;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
150427;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000414;Celulares e Smartphones;smartphone;09/07/2024;Shopee;POSITIVO TECNOLOGIA S.A.;Celular Note 10 Pro 8+128GB 5,8Polegadas 5G;234,90;Sim;Sim;124422103589;Não;Não;0;Não;Não é possível afirmar
150426;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000413;Celulares e Smartphones;smartphone;09/07/2024;Shopee;não divulgado;Redmi note5 , 4 + 64gb;226,00;Sim;Sim;00000;Não;Não;0;Não;Não é possível afirmar
150425;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000412;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen Fatshark Co.;Telefone Q8 GSM 2G Rugged Mobile Phone Big Battery Double Flashlight 2.4 polegadas HD ;235,00;Sim;Sim;2018011606134992;Não;Não;0;Não;Não
150424;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000411;Outros;smartphone;09/07/2024;Shopee;Kodak;Micro SDXC;79,90;Não;Não;0;Não;Não;0;Não é possível afirmar;Não
150423;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000410;Outros;smartphone;09/07/2024;Shopee;0;Capa De Proteção Da Lente Câmera Deslizante À Prova De Choque Para Samsung Galaxy Z Fold 5 4 3 Flip;31,00;Não;Não;0;Não;Não;0;Não;Não
150422;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000409;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Shenzhen;i15promax;261,23;Não;Não;0;Não é possível afirmar;Não;0;Não é possível afirmar;Não é possível afirmar
150421;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000408;Outros;smartphone;09/07/2024;Shopee; Corporação de tempo e frequência Microsemi;T55 Pro Max Smartwatch;49,99;Sim;Sim;018011006238;Sim;Não;0;Não;Sim
150420;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000407;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;2201123G;989,53;Sim;Sim;005372209185;Sim;Não;0;Não é possível afirmar;Sim
150419;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000406;Celulares e Smartphones;smartphone;09/07/2024;Shopee; Xiaomi Communications Co.;Xiaomi Poco C65 128GB/256GB ;990,00;Sim;Sim;175342314550;Sim;Não;0;Não;Sim
150418;Fiscalização de Marketplace;Concluída;INSP_PACP_20240709_000405;Celulares e Smartphones;smartphone;09/07/2024;Shopee;Xiaomi;POCO X6 5G 256GB 12GB / 8GB ;1699,99;Sim;Sim;23122PCD1G;Sim;Não;0;Não é possível afirmar;Sim
